,tanggal,MENINGGAL,SEMBUH,DIRAWAT_OR_ISOLASI,AKUMULASI_KASUS,AKUMULASI_SEMBUH,AKUMULASI_MENINGGAL,AKUMULASI_DIRAWAT_OR_ISOLASI,PROVINSI,KASUS
0,2020-10-17,2.0,182.0,-120.0,17266.0,14779.0,442.0,2045.0,SULAWESI SELATAN,64.0
0,2020-10-18,1.0,117.0,18.0,17402.0,14896.0,443.0,2063.0,SULAWESI SELATAN,136.0
0,2020-10-19,0.0,88.0,-46.0,17444.0,14984.0,443.0,2017.0,SULAWESI SELATAN,42.0
0,2020-10-20,0.0,99.0,-11.0,17532.0,15083.0,443.0,2006.0,SULAWESI SELATAN,88.0
0,2020-10-21,0.0,187.0,-73.0,17646.0,15270.0,443.0,1933.0,SULAWESI SELATAN,114.0
0,2020-10-22,0.0,101.0,-28.0,17719.0,15371.0,443.0,1905.0,SULAWESI SELATAN,73.0
0,2020-10-23,2.0,87.0,-29.0,17779.0,15458.0,445.0,1876.0,SULAWESI SELATAN,60.0
0,2020-10-24,0.0,57.0,16.0,17852.0,15515.0,445.0,1892.0,SULAWESI SELATAN,73.0
0,2020-10-25,4.0,96.0,-54.0,17898.0,15611.0,449.0,1838.0,SULAWESI SELATAN,46.0
0,2020-10-26,0.0,80.0,-66.0,17912.0,15691.0,449.0,1772.0,SULAWESI SELATAN,14.0
0,2020-10-27,0.0,365.0,-177.0,18100.0,16056.0,449.0,1595.0,SULAWESI SELATAN,188.0
0,2020-10-28,2.0,108.0,5.0,18215.0,16164.0,451.0,1600.0,SULAWESI SELATAN,115.0
0,2020-10-29,10.0,74.0,-51.0,18248.0,16238.0,461.0,1549.0,SULAWESI SELATAN,33.0
0,2020-10-30,1.0,99.0,-57.0,18291.0,16337.0,462.0,1492.0,SULAWESI SELATAN,43.0
0,2020-10-31,3.0,62.0,-56.0,18300.0,16399.0,465.0,1436.0,SULAWESI SELATAN,9.0
0,2020-11-01,0.0,101.0,-72.0,18329.0,16500.0,465.0,1364.0,SULAWESI SELATAN,29.0
0,2020-11-02,1.0,57.0,-56.0,18331.0,16557.0,466.0,1308.0,SULAWESI SELATAN,2.0
0,2020-11-03,0.0,42.0,-16.0,18357.0,16599.0,466.0,1292.0,SULAWESI SELATAN,26.0
0,2020-11-04,2.0,69.0,4.0,18432.0,16668.0,468.0,1296.0,SULAWESI SELATAN,75.0
0,2020-11-05,0.0,45.0,30.0,18507.0,16713.0,468.0,1326.0,SULAWESI SELATAN,75.0
0,2020-11-06,0.0,33.0,-5.0,18535.0,16746.0,468.0,1321.0,SULAWESI SELATAN,28.0
0,2020-11-07,0.0,48.0,90.0,18673.0,16794.0,468.0,1411.0,SULAWESI SELATAN,138.0
0,2020-11-08,0.0,42.0,35.0,18750.0,16836.0,468.0,1446.0,SULAWESI SELATAN,77.0
0,2020-11-09,1.0,15.0,42.0,18808.0,16851.0,469.0,1488.0,SULAWESI SELATAN,58.0
0,2020-11-10,1.0,83.0,-36.0,18856.0,16934.0,470.0,1452.0,SULAWESI SELATAN,48.0
0,2020-11-11,0.0,86.0,82.0,19024.0,17020.0,470.0,1534.0,SULAWESI SELATAN,168.0
0,2020-11-12,0.0,31.0,-5.0,19050.0,17051.0,470.0,1529.0,SULAWESI SELATAN,26.0
0,2020-11-13,0.0,45.0,86.0,19181.0,17096.0,470.0,1615.0,SULAWESI SELATAN,131.0
0,2020-11-14,2.0,35.0,32.0,19250.0,17131.0,472.0,1647.0,SULAWESI SELATAN,69.0
0,2020-11-15,0.0,10.0,65.0,19325.0,17141.0,472.0,1712.0,SULAWESI SELATAN,75.0
0,2020-11-16,0.0,107.0,-60.0,19372.0,17248.0,472.0,1652.0,SULAWESI SELATAN,47.0
0,2020-11-17,1.0,35.0,27.0,19435.0,17283.0,473.0,1679.0,SULAWESI SELATAN,63.0
0,2020-11-18,0.0,10.0,36.0,19481.0,17293.0,473.0,1715.0,SULAWESI SELATAN,46.0
0,2020-11-19,2.0,109.0,6.0,19598.0,17402.0,475.0,1721.0,SULAWESI SELATAN,117.0
0,2020-11-20,0.0,89.0,16.0,19703.0,17491.0,475.0,1737.0,SULAWESI SELATAN,105.0
0,2020-11-21,5.0,265.0,-182.0,19791.0,17756.0,480.0,1555.0,SULAWESI SELATAN,88.0
0,2020-11-22,3.0,172.0,-76.0,19890.0,17928.0,483.0,1479.0,SULAWESI SELATAN,99.0
0,2020-11-23,2.0,41.0,57.0,19990.0,17969.0,485.0,1536.0,SULAWESI SELATAN,100.0
0,2020-11-24,0.0,87.0,8.0,20085.0,18056.0,485.0,1544.0,SULAWESI SELATAN,95.0
0,2020-11-25,2.0,34.0,1.0,20122.0,18090.0,487.0,1545.0,SULAWESI SELATAN,37.0
0,2020-11-26,0.0,45.0,32.0,20199.0,18135.0,487.0,1577.0,SULAWESI SELATAN,77.0
0,2020-11-27,1.0,67.0,73.0,20340.0,18202.0,488.0,1650.0,SULAWESI SELATAN,141.0
0,2020-11-28,0.0,68.0,24.0,20432.0,18270.0,488.0,1674.0,SULAWESI SELATAN,92.0
0,2020-11-29,1.0,59.0,53.0,20545.0,18329.0,489.0,1727.0,SULAWESI SELATAN,113.0
0,2020-11-30,2.0,108.0,-5.0,20650.0,18437.0,491.0,1722.0,SULAWESI SELATAN,105.0
0,2020-12-01,4.0,77.0,66.0,20797.0,18514.0,495.0,1788.0,SULAWESI SELATAN,147.0
0,2020-12-02,2.0,72.0,43.0,20914.0,18586.0,497.0,1831.0,SULAWESI SELATAN,117.0
0,2020-12-03,1.0,47.0,88.0,21050.0,18633.0,498.0,1919.0,SULAWESI SELATAN,136.0
0,2020-12-04,2.0,71.0,107.0,21230.0,18704.0,500.0,2026.0,SULAWESI SELATAN,180.0
0,2020-12-05,2.0,57.0,105.0,21394.0,18761.0,502.0,2131.0,SULAWESI SELATAN,164.0
0,2020-12-06,0.0,30.0,142.0,21566.0,18791.0,502.0,2273.0,SULAWESI SELATAN,172.0
0,2020-12-07,4.0,97.0,245.0,21912.0,18888.0,506.0,2518.0,SULAWESI SELATAN,346.0
0,2020-12-08,3.0,105.0,4.0,22024.0,18993.0,509.0,2522.0,SULAWESI SELATAN,112.0
0,2020-12-09,0.0,115.0,42.0,22181.0,19108.0,509.0,2564.0,SULAWESI SELATAN,157.0
0,2020-12-10,2.0,94.0,123.0,22400.0,19202.0,511.0,2687.0,SULAWESI SELATAN,219.0
0,2020-12-11,9.0,14.0,236.0,22659.0,19216.0,520.0,2923.0,SULAWESI SELATAN,259.0
0,2020-12-12,6.0,79.0,141.0,22885.0,19295.0,526.0,3064.0,SULAWESI SELATAN,226.0
0,2020-12-13,4.0,96.0,212.0,23197.0,19391.0,530.0,3276.0,SULAWESI SELATAN,312.0
0,2020-12-14,3.0,97.0,195.0,23492.0,19488.0,533.0,3471.0,SULAWESI SELATAN,295.0
0,2020-12-15,1.0,108.0,-31.0,23570.0,19596.0,534.0,3440.0,SULAWESI SELATAN,78.0
0,2020-12-16,2.0,118.0,328.0,24018.0,19714.0,536.0,3768.0,SULAWESI SELATAN,448.0
0,2020-12-17,4.0,114.0,216.0,24352.0,19828.0,540.0,3984.0,SULAWESI SELATAN,334.0
0,2020-12-18,2.0,114.0,414.0,24882.0,19942.0,542.0,4398.0,SULAWESI SELATAN,530.0
0,2020-12-19,4.0,245.0,142.0,25273.0,20187.0,546.0,4540.0,SULAWESI SELATAN,391.0
0,2020-12-20,5.0,2.0,482.0,25762.0,20189.0,551.0,5022.0,SULAWESI SELATAN,489.0
0,2020-12-21,7.0,234.0,318.0,26321.0,20423.0,558.0,5340.0,SULAWESI SELATAN,559.0
0,2020-12-22,5.0,854.0,-320.0,26860.0,21277.0,563.0,5020.0,SULAWESI SELATAN,539.0
0,2020-12-23,1.0,598.0,-75.0,27384.0,21875.0,564.0,4945.0,SULAWESI SELATAN,524.0
0,2020-12-24,4.0,500.0,16.0,27904.0,22375.0,568.0,4961.0,SULAWESI SELATAN,520.0
0,2020-12-25,2.0,349.0,60.0,28315.0,22724.0,570.0,5021.0,SULAWESI SELATAN,411.0
0,2020-12-26,4.0,494.0,49.0,28862.0,23218.0,574.0,5070.0,SULAWESI SELATAN,547.0
0,2020-12-27,3.0,927.0,-668.0,29124.0,24145.0,577.0,4402.0,SULAWESI SELATAN,262.0
0,2020-12-28,4.0,407.0,-73.0,29462.0,24552.0,581.0,4329.0,SULAWESI SELATAN,338.0
0,2020-12-29,3.0,250.0,314.0,30029.0,24802.0,584.0,4643.0,SULAWESI SELATAN,567.0
0,2020-12-30,8.0,947.0,-418.0,30566.0,25749.0,592.0,4225.0,SULAWESI SELATAN,537.0
0,2020-12-31,1.0,0.0,478.0,31045.0,25749.0,593.0,4703.0,SULAWESI SELATAN,479.0
0,2021-01-01,5.0,605.0,-60.0,31595.0,26354.0,598.0,4643.0,SULAWESI SELATAN,550.0
0,2021-01-02,5.0,36.0,549.0,32185.0,26390.0,603.0,5192.0,SULAWESI SELATAN,590.0
0,2021-01-03,3.0,56.0,536.0,32780.0,26446.0,606.0,5728.0,SULAWESI SELATAN,595.0
0,2021-01-04,2.0,313.0,195.0,33290.0,26759.0,608.0,5923.0,SULAWESI SELATAN,510.0
0,2021-01-05,6.0,774.0,-141.0,33929.0,27533.0,614.0,5782.0,SULAWESI SELATAN,639.0
0,2021-01-06,4.0,1407.0,-948.0,34392.0,28940.0,618.0,4834.0,SULAWESI SELATAN,463.0
0,2021-01-07,8.0,1122.0,-764.0,34758.0,30062.0,626.0,4070.0,SULAWESI SELATAN,366.0
0,2021-01-08,7.0,509.0,72.0,35346.0,30571.0,633.0,4142.0,SULAWESI SELATAN,588.0
0,2021-01-09,7.0,246.0,327.0,35926.0,30817.0,640.0,4469.0,SULAWESI SELATAN,580.0
0,2021-01-10,7.0,543.0,35.0,36511.0,31360.0,647.0,4504.0,SULAWESI SELATAN,585.0
0,2021-01-11,2.0,359.0,254.0,37126.0,31719.0,649.0,4758.0,SULAWESI SELATAN,615.0
0,2021-01-12,2.0,625.0,11.0,37764.0,32344.0,651.0,4769.0,SULAWESI SELATAN,638.0
0,2021-01-13,6.0,523.0,119.0,38412.0,32867.0,657.0,4888.0,SULAWESI SELATAN,648.0
0,2021-01-14,7.0,492.0,141.0,39052.0,33359.0,664.0,5029.0,SULAWESI SELATAN,640.0
0,2021-01-15,8.0,568.0,73.0,39701.0,33927.0,672.0,5102.0,SULAWESI SELATAN,649.0
0,2021-01-16,12.0,589.0,58.0,40360.0,34516.0,684.0,5160.0,SULAWESI SELATAN,659.0
0,2021-01-17,2.0,506.0,166.0,41034.0,35022.0,686.0,5326.0,SULAWESI SELATAN,674.0
0,2021-01-18,5.0,547.0,109.0,41695.0,35569.0,691.0,5435.0,SULAWESI SELATAN,661.0
0,2021-01-19,1.0,518.0,139.0,42353.0,36087.0,692.0,5574.0,SULAWESI SELATAN,658.0
0,2021-01-20,4.0,625.0,32.0,43014.0,36712.0,696.0,5606.0,SULAWESI SELATAN,661.0
0,2021-01-21,2.0,642.0,1.0,43659.0,37354.0,698.0,5607.0,SULAWESI SELATAN,645.0
0,2021-01-22,4.0,536.0,89.0,44288.0,37890.0,702.0,5696.0,SULAWESI SELATAN,629.0
0,2021-01-23,1.0,610.0,-423.0,44476.0,38500.0,703.0,5273.0,SULAWESI SELATAN,188.0
0,2021-01-24,6.0,556.0,-357.0,44681.0,39056.0,709.0,4916.0,SULAWESI SELATAN,205.0
0,2021-01-25,1.0,738.0,-133.0,45287.0,39794.0,710.0,4783.0,SULAWESI SELATAN,606.0
0,2021-01-26,9.0,536.0,-197.0,45635.0,40330.0,719.0,4586.0,SULAWESI SELATAN,348.0
0,2021-01-27,4.0,536.0,-258.0,45917.0,40866.0,723.0,4328.0,SULAWESI SELATAN,282.0
0,2021-01-28,4.0,558.0,117.0,46596.0,41424.0,727.0,4445.0,SULAWESI SELATAN,679.0
0,2021-01-29,4.0,538.0,-208.0,46930.0,41962.0,731.0,4237.0,SULAWESI SELATAN,334.0
0,2021-01-30,6.0,204.0,453.0,47593.0,42166.0,737.0,4690.0,SULAWESI SELATAN,663.0
0,2021-01-31,1.0,239.0,426.0,48259.0,42405.0,738.0,5116.0,SULAWESI SELATAN,666.0
0,2021-02-01,4.0,474.0,172.0,48909.0,42879.0,742.0,5288.0,SULAWESI SELATAN,650.0
0,2021-02-02,0.0,401.0,-306.0,49004.0,43280.0,742.0,4982.0,SULAWESI SELATAN,95.0
0,2021-02-03,5.0,304.0,-148.0,49165.0,43584.0,747.0,4834.0,SULAWESI SELATAN,161.0
0,2021-02-04,3.0,433.0,-136.0,49465.0,44017.0,750.0,4698.0,SULAWESI SELATAN,300.0
0,2021-02-05,3.0,263.0,-40.0,49691.0,44280.0,753.0,4658.0,SULAWESI SELATAN,226.0
0,2021-02-06,3.0,544.0,-52.0,50186.0,44824.0,756.0,4606.0,SULAWESI SELATAN,495.0
0,2021-02-07,10.0,532.0,-268.0,50460.0,45356.0,766.0,4338.0,SULAWESI SELATAN,274.0
0,2021-02-08,6.0,435.0,-305.0,50596.0,45791.0,772.0,4033.0,SULAWESI SELATAN,136.0
0,2021-02-09,1.0,70.0,95.0,50762.0,45861.0,773.0,4128.0,SULAWESI SELATAN,166.0
0,2021-02-10,0.0,143.0,37.0,50942.0,46004.0,773.0,4165.0,SULAWESI SELATAN,180.0
0,2021-02-11,1.0,214.0,-86.0,51071.0,46218.0,774.0,4079.0,SULAWESI SELATAN,129.0
0,2021-02-12,5.0,214.0,457.0,51747.0,46432.0,779.0,4536.0,SULAWESI SELATAN,676.0
0,2021-02-13,11.0,467.0,-102.0,52123.0,46899.0,790.0,4434.0,SULAWESI SELATAN,376.0
0,2021-02-14,12.0,261.0,82.0,52478.0,47160.0,802.0,4516.0,SULAWESI SELATAN,355.0
0,2021-02-15,0.0,278.0,-118.0,52638.0,47438.0,802.0,4398.0,SULAWESI SELATAN,160.0
0,2021-02-16,4.0,339.0,-24.0,52957.0,47777.0,806.0,4374.0,SULAWESI SELATAN,319.0
0,2021-02-17,5.0,466.0,-355.0,53073.0,48243.0,811.0,4019.0,SULAWESI SELATAN,116.0
0,2021-02-18,0.0,222.0,52.0,53347.0,48465.0,811.0,4071.0,SULAWESI SELATAN,274.0
0,2021-02-19,4.0,526.0,-309.0,53568.0,48991.0,815.0,3762.0,SULAWESI SELATAN,221.0
0,2021-02-20,6.0,396.0,-201.0,53769.0,49387.0,821.0,3561.0,SULAWESI SELATAN,201.0
0,2021-02-21,0.0,334.0,-154.0,53949.0,49721.0,821.0,3407.0,SULAWESI SELATAN,180.0
0,2021-02-22,2.0,208.0,48.0,54207.0,49929.0,823.0,3455.0,SULAWESI SELATAN,258.0
0,2021-02-23,0.0,270.0,236.0,54713.0,50199.0,823.0,3691.0,SULAWESI SELATAN,506.0
0,2021-02-24,3.0,293.0,92.0,55101.0,50492.0,826.0,3783.0,SULAWESI SELATAN,388.0
0,2021-02-25,3.0,325.0,95.0,55524.0,50817.0,829.0,3878.0,SULAWESI SELATAN,423.0
0,2021-02-26,4.0,206.0,129.0,55863.0,51023.0,833.0,4007.0,SULAWESI SELATAN,339.0
0,2021-02-27,2.0,238.0,9.0,56112.0,51261.0,835.0,4016.0,SULAWESI SELATAN,249.0
0,2021-02-28,0.0,266.0,-182.0,56196.0,51527.0,835.0,3834.0,SULAWESI SELATAN,84.0
0,2021-03-01,4.0,237.0,-100.0,56337.0,51764.0,839.0,3734.0,SULAWESI SELATAN,141.0
0,2021-03-02,10.0,304.0,-136.0,56515.0,52068.0,849.0,3598.0,SULAWESI SELATAN,178.0
0,2021-03-03,7.0,268.0,-12.0,56778.0,52336.0,856.0,3586.0,SULAWESI SELATAN,263.0
0,2021-03-04,2.0,314.0,-120.0,56974.0,52650.0,858.0,3466.0,SULAWESI SELATAN,196.0
0,2021-03-05,8.0,263.0,-75.0,57170.0,52913.0,866.0,3391.0,SULAWESI SELATAN,196.0
0,2021-03-06,4.0,308.0,-146.0,57336.0,53221.0,870.0,3245.0,SULAWESI SELATAN,166.0
0,2021-03-07,1.0,152.0,37.0,57526.0,53373.0,871.0,3282.0,SULAWESI SELATAN,190.0
0,2021-03-08,3.0,190.0,-114.0,57605.0,53563.0,874.0,3168.0,SULAWESI SELATAN,79.0
0,2021-03-09,1.0,138.0,-47.0,57697.0,53701.0,875.0,3121.0,SULAWESI SELATAN,92.0
0,2021-03-10,2.0,137.0,81.0,57917.0,53838.0,877.0,3202.0,SULAWESI SELATAN,220.0
0,2021-03-11,2.0,212.0,-106.0,58025.0,54050.0,879.0,3096.0,SULAWESI SELATAN,108.0
0,2021-03-12,5.0,163.0,-35.0,58158.0,54213.0,884.0,3061.0,SULAWESI SELATAN,133.0
0,2021-03-13,3.0,136.0,-50.0,58247.0,54349.0,887.0,3011.0,SULAWESI SELATAN,89.0
0,2021-03-14,0.0,160.0,-93.0,58314.0,54509.0,887.0,2918.0,SULAWESI SELATAN,67.0
0,2021-03-15,3.0,120.0,-69.0,58368.0,54629.0,890.0,2849.0,SULAWESI SELATAN,54.0
0,2021-03-16,1.0,179.0,-63.0,58485.0,54808.0,891.0,2786.0,SULAWESI SELATAN,117.0
0,2021-03-17,2.0,195.0,-58.0,58624.0,55003.0,893.0,2728.0,SULAWESI SELATAN,139.0
0,2021-03-18,5.0,225.0,-84.0,58770.0,55228.0,898.0,2644.0,SULAWESI SELATAN,146.0
0,2021-03-19,1.0,202.0,-61.0,58912.0,55430.0,899.0,2583.0,SULAWESI SELATAN,142.0
0,2021-03-20,2.0,243.0,-185.0,58972.0,55673.0,901.0,2398.0,SULAWESI SELATAN,60.0
0,2021-03-21,0.0,303.0,-254.0,59021.0,55976.0,901.0,2144.0,SULAWESI SELATAN,49.0
0,2021-03-22,1.0,196.0,-144.0,59074.0,56172.0,902.0,2000.0,SULAWESI SELATAN,53.0
0,2021-03-23,2.0,130.0,-67.0,59139.0,56302.0,904.0,1933.0,SULAWESI SELATAN,65.0
0,2021-03-24,0.0,160.0,-83.0,59216.0,56462.0,904.0,1850.0,SULAWESI SELATAN,77.0
0,2021-03-25,2.0,160.0,-94.0,59284.0,56622.0,906.0,1756.0,SULAWESI SELATAN,68.0
0,2021-03-26,0.0,186.0,-154.0,59316.0,56808.0,906.0,1602.0,SULAWESI SELATAN,32.0
0,2021-03-27,0.0,161.0,-127.0,59350.0,56969.0,906.0,1475.0,SULAWESI SELATAN,34.0
0,2021-03-28,1.0,139.0,-105.0,59385.0,57108.0,907.0,1370.0,SULAWESI SELATAN,35.0
0,2021-03-29,0.0,109.0,-63.0,59431.0,57217.0,907.0,1307.0,SULAWESI SELATAN,46.0
0,2021-03-30,0.0,114.0,-10.0,59535.0,57331.0,907.0,1297.0,SULAWESI SELATAN,104.0
0,2021-03-31,0.0,136.0,-42.0,59629.0,57467.0,907.0,1255.0,SULAWESI SELATAN,94.0
0,2021-04-01,0.0,159.0,-76.0,59712.0,57626.0,907.0,1179.0,SULAWESI SELATAN,83.0
0,2021-04-02,0.0,169.0,-150.0,59731.0,57795.0,907.0,1029.0,SULAWESI SELATAN,19.0
0,2021-04-03,0.0,117.0,-63.0,59785.0,57912.0,907.0,966.0,SULAWESI SELATAN,54.0
0,2021-04-04,0.0,157.0,-99.0,59843.0,58069.0,907.0,867.0,SULAWESI SELATAN,58.0
0,2021-04-05,3.0,112.0,-84.0,59874.0,58181.0,910.0,783.0,SULAWESI SELATAN,31.0
0,2021-04-06,0.0,128.0,81.0,60083.0,58309.0,910.0,864.0,SULAWESI SELATAN,209.0
0,2021-04-07,0.0,245.0,-18.0,60310.0,58554.0,910.0,846.0,SULAWESI SELATAN,227.0
0,2021-04-08,0.0,260.0,-107.0,60463.0,58814.0,910.0,739.0,SULAWESI SELATAN,153.0
0,2021-04-09,2.0,206.0,-128.0,60543.0,59020.0,912.0,611.0,SULAWESI SELATAN,80.0
0,2021-04-10,1.0,83.0,12.0,60639.0,59103.0,913.0,623.0,SULAWESI SELATAN,96.0
0,2021-04-11,0.0,130.0,-100.0,60669.0,59233.0,913.0,523.0,SULAWESI SELATAN,30.0
0,2021-04-12,0.0,47.0,-4.0,60712.0,59280.0,913.0,519.0,SULAWESI SELATAN,43.0
0,2021-04-13,0.0,80.0,14.0,60806.0,59360.0,913.0,533.0,SULAWESI SELATAN,94.0
0,2021-04-14,0.0,36.0,82.0,60924.0,59396.0,913.0,615.0,SULAWESI SELATAN,118.0
0,2021-04-15,0.0,56.0,37.0,61017.0,59452.0,913.0,652.0,SULAWESI SELATAN,93.0
0,2021-04-16,2.0,61.0,-18.0,61062.0,59513.0,915.0,634.0,SULAWESI SELATAN,45.0
0,2021-04-17,0.0,15.0,20.0,61097.0,59528.0,915.0,654.0,SULAWESI SELATAN,35.0
0,2021-04-18,0.0,10.0,12.0,61119.0,59538.0,915.0,666.0,SULAWESI SELATAN,22.0
0,2021-04-19,1.0,28.0,-12.0,61136.0,59566.0,916.0,654.0,SULAWESI SELATAN,17.0
0,2021-04-20,0.0,83.0,-5.0,61214.0,59649.0,916.0,649.0,SULAWESI SELATAN,78.0
0,2021-04-21,3.0,42.0,20.0,61279.0,59691.0,919.0,669.0,SULAWESI SELATAN,65.0
0,2021-04-22,5.0,149.0,-134.0,61299.0,59840.0,924.0,535.0,SULAWESI SELATAN,20.0
0,2021-04-23,3.0,93.0,-69.0,61326.0,59933.0,927.0,466.0,SULAWESI SELATAN,27.0
0,2021-04-24,1.0,19.0,-6.0,61340.0,59952.0,928.0,460.0,SULAWESI SELATAN,14.0
0,2021-04-25,0.0,51.0,-44.0,61347.0,60003.0,928.0,416.0,SULAWESI SELATAN,7.0
0,2021-04-26,0.0,70.0,-56.0,61361.0,60073.0,928.0,360.0,SULAWESI SELATAN,14.0
0,2021-04-27,0.0,40.0,17.0,61418.0,60113.0,928.0,377.0,SULAWESI SELATAN,57.0
0,2021-04-28,0.0,55.0,-37.0,61436.0,60168.0,928.0,340.0,SULAWESI SELATAN,18.0
0,2021-04-29,1.0,37.0,-11.0,61463.0,60205.0,929.0,329.0,SULAWESI SELATAN,27.0
0,2021-04-30,3.0,8.0,20.0,61494.0,60213.0,932.0,349.0,SULAWESI SELATAN,31.0
0,2021-05-01,0.0,16.0,9.0,61519.0,60229.0,932.0,358.0,SULAWESI SELATAN,25.0
0,2021-05-02,0.0,13.0,-9.0,61523.0,60242.0,932.0,349.0,SULAWESI SELATAN,4.0
0,2021-05-03,0.0,9.0,4.0,61536.0,60251.0,932.0,353.0,SULAWESI SELATAN,13.0
0,2021-05-04,0.0,8.0,13.0,61557.0,60259.0,932.0,366.0,SULAWESI SELATAN,21.0
0,2021-05-05,0.0,56.0,-50.0,61563.0,60315.0,932.0,316.0,SULAWESI SELATAN,6.0
0,2021-05-06,0.0,23.0,-6.0,61580.0,60338.0,932.0,310.0,SULAWESI SELATAN,17.0
0,2021-05-07,0.0,18.0,9.0,61607.0,60356.0,932.0,319.0,SULAWESI SELATAN,27.0
0,2021-05-08,0.0,14.0,3.0,61624.0,60370.0,932.0,322.0,SULAWESI SELATAN,17.0
0,2021-05-09,0.0,6.0,5.0,61635.0,60376.0,932.0,327.0,SULAWESI SELATAN,11.0
0,2021-05-10,0.0,15.0,12.0,61662.0,60391.0,932.0,339.0,SULAWESI SELATAN,27.0
0,2021-05-11,0.0,32.0,-6.0,61688.0,60423.0,932.0,333.0,SULAWESI SELATAN,26.0
0,2021-05-12,0.0,3.0,8.0,61699.0,60426.0,932.0,341.0,SULAWESI SELATAN,11.0
0,2021-05-13,0.0,5.0,-3.0,61701.0,60431.0,932.0,338.0,SULAWESI SELATAN,2.0
0,2021-05-14,0.0,4.0,2.0,61707.0,60435.0,932.0,340.0,SULAWESI SELATAN,6.0
0,2021-05-15,0.0,5.0,-3.0,61709.0,60440.0,932.0,337.0,SULAWESI SELATAN,2.0
0,2021-05-16,0.0,3.0,1.0,61713.0,60443.0,932.0,338.0,SULAWESI SELATAN,4.0
0,2021-05-17,1.0,29.0,-10.0,61733.0,60472.0,933.0,328.0,SULAWESI SELATAN,20.0
0,2021-05-18,0.0,25.0,-3.0,61755.0,60497.0,933.0,325.0,SULAWESI SELATAN,22.0
0,2021-05-19,0.0,16.0,23.0,61794.0,60513.0,933.0,348.0,SULAWESI SELATAN,39.0
0,2021-05-20,0.0,21.0,36.0,61851.0,60534.0,933.0,384.0,SULAWESI SELATAN,57.0
0,2021-05-21,1.0,37.0,16.0,61905.0,60571.0,934.0,400.0,SULAWESI SELATAN,54.0
0,2021-05-22,3.0,44.0,-44.0,61908.0,60615.0,937.0,356.0,SULAWESI SELATAN,3.0
0,2021-05-23,1.0,30.0,10.0,61949.0,60645.0,938.0,366.0,SULAWESI SELATAN,41.0
0,2021-05-24,1.0,8.0,5.0,61963.0,60653.0,939.0,371.0,SULAWESI SELATAN,14.0
0,2021-05-25,0.0,3.0,48.0,62014.0,60656.0,939.0,419.0,SULAWESI SELATAN,51.0
0,2021-05-26,0.0,4.0,5.0,62023.0,60660.0,939.0,424.0,SULAWESI SELATAN,9.0
0,2021-05-27,2.0,29.0,2.0,62056.0,60689.0,941.0,426.0,SULAWESI SELATAN,33.0
0,2021-05-28,1.0,29.0,2.0,62088.0,60718.0,942.0,428.0,SULAWESI SELATAN,32.0
0,2021-05-29,0.0,39.0,-21.0,62106.0,60757.0,942.0,407.0,SULAWESI SELATAN,18.0
0,2021-05-30,1.0,15.0,45.0,62167.0,60772.0,943.0,452.0,SULAWESI SELATAN,61.0
0,2021-05-31,0.0,16.0,-8.0,62175.0,60788.0,943.0,444.0,SULAWESI SELATAN,8.0
0,2021-06-01,0.0,64.0,-61.0,62178.0,60852.0,943.0,383.0,SULAWESI SELATAN,3.0
0,2021-06-02,0.0,24.0,26.0,62228.0,60876.0,943.0,409.0,SULAWESI SELATAN,50.0
0,2021-06-03,1.0,33.0,4.0,62266.0,60909.0,944.0,413.0,SULAWESI SELATAN,38.0
0,2021-06-04,1.0,0.0,12.0,62279.0,60909.0,945.0,425.0,SULAWESI SELATAN,13.0
0,2021-06-05,0.0,5.0,36.0,62320.0,60914.0,945.0,461.0,SULAWESI SELATAN,41.0
0,2021-06-06,0.0,20.0,6.0,62346.0,60934.0,945.0,467.0,SULAWESI SELATAN,26.0
0,2021-06-07,1.0,27.0,3.0,62377.0,60961.0,946.0,470.0,SULAWESI SELATAN,31.0
0,2021-06-08,0.0,34.0,64.0,62475.0,60995.0,946.0,534.0,SULAWESI SELATAN,98.0
0,2021-06-09,2.0,30.0,34.0,62541.0,61025.0,948.0,568.0,SULAWESI SELATAN,66.0
0,2021-06-10,2.0,69.0,-26.0,62586.0,61094.0,950.0,542.0,SULAWESI SELATAN,45.0
0,2021-06-11,1.0,31.0,0.0,62618.0,61125.0,951.0,542.0,SULAWESI SELATAN,32.0
0,2021-06-12,1.0,30.0,5.0,62654.0,61155.0,952.0,547.0,SULAWESI SELATAN,36.0
0,2021-06-13,0.0,27.0,-10.0,62671.0,61182.0,952.0,537.0,SULAWESI SELATAN,17.0
0,2021-06-14,4.0,44.0,-40.0,62679.0,61226.0,956.0,497.0,SULAWESI SELATAN,8.0
0,2021-06-15,1.0,41.0,-1.0,62720.0,61267.0,957.0,496.0,SULAWESI SELATAN,41.0
0,2021-06-16,1.0,3.0,28.0,62752.0,61270.0,958.0,524.0,SULAWESI SELATAN,32.0
0,2021-06-17,0.0,27.0,35.0,62814.0,61297.0,958.0,559.0,SULAWESI SELATAN,62.0
0,2021-06-18,0.0,9.0,54.0,62877.0,61306.0,958.0,613.0,SULAWESI SELATAN,63.0
0,2021-06-19,0.0,73.0,-6.0,62944.0,61379.0,958.0,607.0,SULAWESI SELATAN,67.0
0,2021-06-20,0.0,1.0,49.0,62994.0,61380.0,958.0,656.0,SULAWESI SELATAN,50.0
